,review_body,review_date,hotelName,hotelUrl
172,"good location, excellent room. the main problem was the staff. they hardly understand english. i called on Monday for a 4a.m. wake up call for Wednesday. then i called again that evening (Monday) to make sure they understand what i asked for. guess what? They woke me up on Tuesday 4 a.m.!!! they did not understand why i was angry. five minutes later they call again to remind me to get up!!!!!!!!!!!!!!!!! all the apologies of the manager the following day were not worth the sleep i missed on that day.","June 4, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
173,"A good hotel in a great location. The twin room was quite spacious and had a view of the N Seoul tower. Reception was efficient and helpful. The hotel is almost on top of the Myeongdong Station and adjacent to the Airport bus drop off/pick up. The bathroom had a shower and multi function toilet. It is well stocked with toiletries. It has a bistro style restaurant and rooftop bar. The room has a safe, tiny fridge and enough room for luggage storage. Temperature control is easily managed and the room was quiet. I would happily stay there again as the tariff was quite reasonable.","May 31, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
174,"This is not my first stay, but a lengthy one. The hotel is strategically located near the airport bus (6001 or 6015 drop off Myeongdong Station), and that sort of won me over my other choice Solaria Nishitetsu Hotel (you have to drag your luggage thru a crowd for 6 minutes or so to Solaria). We had a Family Twin on the higher floor (it’s a mere 21 storey less 2 floor counts!) – the size ain’t impressive and it gets to be a problem once you stay longer than 3 nights.The music in the lift is awful - please fix that! The front desk’s service in my view is uneven; some hits & misses. Sometimes a bit of panic when there are situations to manage (I have rudimentary knowledge of Korean and noted the conversation). The housekeeper (they rotate their duty) is at times forgetful, and misses replenishing things (forgivable, given the traffic). I’m not sure if I would return for my 4th stay in 5 years and would be on the lookout for fresher newer hotels. But for first timers wanting Myeongdong action, and if you travel light, it is not too bad.","May 30, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
175,"This is my 3rd stay. Very accessible by airport bus 6015-you arrive at the door step(Myeongdong Station). Rooms aren’t big-typical of hotels in HK, Seoul & Tokyo. Bustling shopping mecca in 3 minutes walk. Reception is better, English speaking staff are assigned. Skipped hotel breakfast this time round. Decent hotel but its popularity also means its aging faster. ","May 17, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
176,"Very friendly and knowing staff. Good location = close to subway and especially close to lots of snail-face care (ladies know!) and sneaker (teen know) shops. In the Hotel you can enjoy the most infuriating elevator muzak ever. Rooms & cleanliness OK. self service laundry kiosk and laundry service both available.Then the problematic part: the breakfast. The breakfast room/restaurant lacks adequate facilities to keep hot foods hot and cold cold, a little concerning, would not pas a Finnish health inspection. Hot foods to be kept at the minimum of 60 degrees centigrade and cold at +2-6. Here everything is luke warm, even the salmon. So the slightest hick-up in the kitchen hygiene might have very memorable if dangerous consequences.","May 14, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
177,Stayed in a few hotels on this trip and this is the best one so far. Staff are extremely friendly and approachable. I received much help and advice from them. Location is fantastic next to Myeong Dong shopping street and easy access to major points of interest in Seoul. Room is very clean n nicely decorated. Thanks again to the the reception for making this such a lovely stay. Will stay here again in the future. ,"May 7, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
178,"A good choice mid-range hotel for tourists making a first visit to Seoul. Location: Adjacent to Myeongdong subway station makes travel around the city easy from here. The street food markets of Myeongdong are directly behind the hotel. The neighborhood is bustling and safe.Service: Excellent staff. All spoke English well. Very professional.Room: Modern and clean, but a bit on the small side. Small hotel rooms are quite characteristic of all Seoul hotels it seems.Breakfast: Excellent with good variety. I definitely recommend including breakfast should you choose to book this hotel.All in all, a very good experience.","May 4, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
179,"2nd time staying at this hotel. My first stay is 2yrs ago and this time round, I can feel they are upgrading and improving. The staffs are friendly and helpful and I like the hotel deco and location. Housekeeping has to buck up thou & maybe can consider earlier operating hours for the hotel bar ","May 1, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
180,"The staff here were so very helpful every-time we needed anything they were ready to assist! We stayed a week & found it very comfortable. It is a great location very central to many theatres & excellent shopping & eateries. Plenty to see & do. Breakfast was very good, just a pity the staff here weren't more pleasant..they should go to the front desk & learn from them! The concierge couldn't have been more courteous! Would definitely stay here again if we visit Seoul in the future.","April 30, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
181,"Minimalist hotel. Really good accommodations. Some wonderful art on the walls. Location is great. Decent food in the area. Goooooooood shipping. Cabs are inexpensive enough to take almost any where. Found a nice magic shop, Tek Magic. Most stores open 7 days a week. Some great street art. We recommend this hotel and city.","April 26, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
182," Ahhhhhhhhh!! L7! I will DEFINITELY be staying here again! I booked this accommodation based on accessibility as my Dad doesn’t have good knees. I had organised a surprise trip back here to Korea for him as he hadn’t been here in 34 years so you can imagine how much happier I was when the hotel turns out to be AMAZING! The staff have been so friendly and helpful, the hotel is located right in Myeong-Dong which is a hub for shopping all things beauty and fashion, the subway is on your doorstep as is a bank, 7-eleven, money exchange and great food! The rooms are funky, the showers are great with awesome water pressure, the upstairs foot spa (access via the disabled lifts) is HEAVEN after a long day of shopping and touring and the breakfast each morning isn’t just toast and cereal! They have bacon, eggs, waffles, fruit, salad, sausages etc! If you don’t really know your way around Seoul, this is a great hotel to start off at and the airport bus drops you practically outside and most tours can easily pick you up from out the front. HIGHLY RECOMMENDED! ","April 22, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
183,"L7 Myeongdong by LOTTE is only a few yards to main Myeongdong shopping streets and airport bus stop. If you have bulky lugguages, use Exit 9 of Metro Line 4, otherwise Exit 7 will be even more closer. The hotel provides all necessary amenities and toiletries in room. The size of the twin room I occupied was average but the bathroom was a bit compact. But the shower area and the rainforest tap were good enough to make you refreshing and wash out your fatigue. The pillows and mattress were very comfortable. You can rest assured that you can have good sleep after a day out. The staff at the main entrance was very polite and helpful. If you are a shopaholic and love to live in bustling area, L7 Myeongdong by LOTTE is definitely a good choice in terms of proximity and convenience.","April 22, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
184,"The hotel is in a very good location, literally where the 6015 Airport bus stops and close to the Myeondong station. Very close to the big supermarkets and fascinating evening markets in the Myeondong area. It is so central to downtown Seoul that I walked everywhere.The hotel itself is good, the check-in staff could not be more helpful and my room was adequate, on the 11th floor, facing the tower and cable car to the top. The room was good with all of the facilities which you would expect. The bathroom had a big walk in shower with high quality shampoos, body washes etc.The three lifts which served the hotel's upper floors were responsive and fast.My only gripe was that the bar and lounge on the 3rd floor (reception) was never working , the bar attached to the restaurant (2nd floor) would only serve drinks if you ordered a meal so the only place to get a drink was the 21st floor rooftop terrace where the cheapest drink was a bottle of Spanish beer for 18, 000 won. This is an outrageous price... the next day I had dinner elsewhere for the same price!","April 20, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
185,"Fantastic location, excellent staff, a very nice room that was clean and comfortable with a great view of the N Seoul Tower. Really liked this hotel and was fantastic value for a week in such an incredible city. Will stay here again when we return to explore some more.","April 13, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
186,"A Korean friend recommended this hotel for my first ever trip to Seoul. I was told that the location was great, and it was...better than great...awesome. The hotel is next to the airport bus stop, literally. The subway station is just a few few minutes of walk. Everything you need is there...7 Eleven, bakery & pastry shops, restaurants and, of course the shopping streets. The 2 big department stores are within easy walking distance.The room was modern, comfortable, nice and clean. The bathroom's size was reasonable, relatively big shower stall instead of bath tub (yes!) with amenities from Malin & Goetz.The staff was pleasant & very helpful. I really like the design and concept of the hotel.This hotel deserves my highest recommendation. I'd go back without hesitation. Congratualtions & very well done!","April 7, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
187,Stayed here for 7 nights with my wife and 3 years old daughter. Room size was adequate and clean. The best thing about the hotel was the location. Its directly in front of the Myeongdong train station and 2 mins walk to the Myeongdong night market. Theres a 7 Eleven store 2 blocks away so its quite convenient if I needed anything in the wee hours. Hotel decor is also quite modern and the hotel itself is also quite new. Highly recommended!,"April 1, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
188,"Location is the best, Airport Limousine Bus Stop and Myeongdong Station just 2-3 mins away, and it's within Myeongdong (but not inside which I think will be too crowded and too busy at night). Easy to get around to other locations with subways and buses. Money exchanges with good rates are around as well. This is a boutique hotel under the Lotte Hotel Group: rooms - are consider a little smaller then regular Lotte Hotel (which reflected in the price), bed size are good as well as the bedding. Of course, food is everywhere. Another hotel under the group to be considered L7 Hongdae. Areas for improvement: limited space for hanging clothes and towel and no room to put toiletries as well.","March 23, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
189,"Subway station very close by, 7-Eleven, bank, fun Dong with good restaurants, helpful staff, clean, quiet rooms.... but the possibly slowest elevators in the entire world. Prepare to wait, and wait. The roof-top bar is nice, but absurdly expensive. I would stay here again, due to the location. ","March 21, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
190,"Located right next to the Myeongdong Station, this hotel makes it accessible to the shopping & dining area in Myeongdong. Absolutely admired the decor of the hotel, very conceptual with intricate and trendy details.The room that I stayed in looked quite studio-like, but designed very stylishly that it made it look quite spacious. Bed is very comfortable and the height of the bed is quite low than average hotel bed, making it actually a lot easier to get into especially after a long day.Loved the aspect of eco-friendliness of the hotel, always a plus point for hotel services that champion the environment. Very very recommended for those wanting to stay near the central of Seoul, and I’d definitely stay here again when I’m in Seoul next.","March 2, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
191,"A newer hotel that's right by the 1. shopping district 2. airport shuttle3. Underground metro Room is on the larger side comparing to other hotels in the area. Amy at the reception,speaks fluent English, is extremely helpful!But lacking of varieties at the Breakfast buffet. I get tired of the same items after the 2nd morning.","February 25, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
192,I stayed in this property last week for 2 nights & really liked it. The front desk staff are very helpful & nice - Excellent. It is clean & very neat property.The location is great and close proximity to Myeongdong shopping area and Lotte Department stores & also to Shinsegae departmental stores. Breakfast is value for money and just fine ( except that for vegiterians not many options).,"February 24, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
193,"Thanks RosieAfter long traveling time, she help us limit the check in time and arranged a great room for us.Also, our floor has an ice machine which is so helpful. As our member suddenly nasal bleeding which is emergency, the front desk staff are nice and advise us.","February 8, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
194,"When we arrived at the hotel, we were greeted with a smile, which gave a warm feeling of welcome even though it was minus 10 Celcius outside. Front Desk was was helpful in getting us checked in and to our rooms as soon as possible.Due to our daily programs, we only managed to have breakfast twice throughout our stay. Unfortunately, the variety for the breakfast buffet was somewhat limited.Check out was a breeze, where everything was handled professionally and even the airport transfer we got the hotel to arrange for us was excellent.In short, we are going to return to hotel when we visit Seoul again in the future.","January 24, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
195,"Location: Airport bus 6001 stops 100m from hotel, exit #9 of Myeongdong station is abt 150m away, day tour pick-up/drop-off locations are also nearby, smack right at the start of Myeongdong shopping streetRoom: On the small side but able to open two full size luggages with still some walking space, toilet & shower is of good size, clean, able to open windows to get in fresh air, individual air conditioning & heatingService: Great service from the concierge to reception to cleaning lady. Service attitude felt 100% genuine. We were able to check-in early ard 1pm and late check-out was arranged (though we didn’t utilize it in the end). ","January 20, 2019","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
196,Stayed at L7 for a week for my solo trip. Excellent location. One minute from airport shuttle stop and subway station. Friendly staffs. Clean and new. Walking distance to lotte and lotte young.Will highly recommend this hotel,"December 12, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
197,"Very cool design street entrance and 3rd floor lobby. Great service, and excellent location by airport bus stop, subway, shopping and near Namsan. Room had view of tower. Very comfortable beds. Luxurious shower and heated toilet seat. Definitely coming back next time we're in Seoul!","December 4, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
198,"Lovely stay for my 8 nights in Seoul situated in the heart of Myeongdong. Hotel is easily accessible taking the airport bus 6015 or 6001. Bus stop is right next to hotel. Cost about 15k won per pax. Myeongdong train station is right next to hotel too probably around 2mins Walk.Check in/out is at level 3 of hotel. Free wifi is available, connection is decent.Hotel is very new & modern. Room is clean and comfortable. Toiletries such as toothbrush set, shower gel, shampoo, conditioner are all provided for not forgetting hair dryer too. There’s daily cleaning of room and fresh sets of towel + bath robe provided for. Cleaning lady is attentive to details when cleaning up your room eg wont keep your hair dryer back when you put it out to use on a daily basis. There will be 2 bottles of small mineral water provided everyday. Safe is available to keep your belongings in the room too. Didn’t have the hotel breakfast as there are plenty of food choices around the area which will cost you lesser too.Very comfortable stay, will come back again.","November 29, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
199,My mom and I decided to splurge and stayed in this hotel for a week. We were warned that staying in Myeongdong that long might get crowded and overwhelming but we absolutely loved it. This hotel had every amenity you could ask for. The decor is beautiful and the staff is very friendly. In this hotel we truly felt like we had a home away from home. The beds are incredibly soft and great quality comforters. I would trade my own bed for these beds any day. And the hotel is close to everything. Hungry at 3AM? Walk 5-10 minutes to the many street food restaurants open all hours. Take out some gimbap and go enjoy it in your comfy room. I really can’t say enough good things about this place. It was definitely a highlight of our trip.,"November 26, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
200,"Reviews of this hotel convinced me to book at this property. It's clean, the sheets smell fresh and room is spacious. It is also centrally located. Very close to Myeongdong shopping area. The City Hall is walkable. The Myeongdong Cathedral is even closer. We could view it from our room window.Modern style and decor is minimalist. Didn't like that it's too dark, in the Check in area. The elevator is also very dark and gives the appearance of being very tight and small.There's a quaint coffee shop on the ground floor right outside the lobby side door entrance.","November 17, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
201,"Advantages:1. Great location! Outside the hotel are the bus stop and the entrance to MRT station. Restaurants and stores of various choices are within walking distance.2. Got a nice restaurant Ville de Chalotte, offering good breakfast3. Kind staff at the front counter, with fluent oral English.( I arrived at 1:30 pm, and the room was ready to use. )4. New, clean room.5. Free, fast WifiThings to improve:1. Wish the bed were bigger ( for two )2. Wish there were a gym, even a simple one","November 12, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
202,"Hotel is conveniently located near train station exit 8 and airport bus stop. It is also right next to Myeongdong street which is bustling till after 10pm. There’s a rooftop bar that gives a good view of the surroundings. The only thing lacking is a fitness centre. Requested to change bedsheet but I think the housekeeper didn’t. Overall, location is superb but service is nothing to rave about.","November 8, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
203,"Stayed at L7 Myeongdong Hotel for 8 nights last week. Great hotel with fantastic location.Right in the middle of 2 entrances of Myeongdong station (exit 7 & 8), with plenty to eat & shop which is walking distance from the hotel. The Airport Limo bus stop is 500m from the hotel as well.The twin room which the hotel allocated to me (level 15) had a fabulous view of the Namsan tower.One negative point is the elevators are extremely slow, but notice that all elevators in Seoul are very slow, so perhaps that's normal.I really enjoyed my stay with the hotel, will definitely choose L7 Myeongdong Hotel again on my next visit.","November 6, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
204,"Great choice if you want to explore the heart of Seoul. The hotel is modern and funky with a superb view of the N Seoul tower. You couldn't ask for a more convenient location- shopping, food, corner stores, street food, a department store directly across the road and most importantly ideally located for the 6015 or 6011 limousine buses from Incheon international airport. The Seoul on/off bus stops right beside the stop for bus 6011 so touring the city is as easy as it gets (both airport bus stops are literally a 1 minute walk from stop to the hotel front door). The optional included breakfast was money well spent and they give you vouchers that you take to the hotel restaurant. The nice thing with that is that if you have an early flight or day trip and will miss breakfast you can use the vouchers as cash within the hotel. Knowing that drinks at the roof top bar were expensive and that we'd miss a breakfast due to departure time, we used a few vouchers to offset the drink price.Staff were very attentive, polite and and willing to answer any question, and yes the front desk and concierge were fluent in english.","November 4, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
205,"I stayed at L7 Myeongdong for 5 days-4 nights on September 2018. I enjoyed this hotel because of its location from Myeongdong underground shopping, bus tours, subway, and other transportation. It is also steps away from the famous Myeongdong shopping areas and street food. Everything is accessible and I loved walking around the areas surrounding the hotel. I reserved a twin room and it was small but just enough space for two people sharing a room. The bathroom was tight with glass door shower. This hotel was cool for they have many outlets in their seating areas so for gadget lovers you would love how the hotel thoughtfully placed their power outlets all across the room. The laundry room at the basement was a hoot learning but does the job and I appreciated its availability for the guests. The hotel's coffee shop Angels-In Us was really good to get your caffeine fix. I enjoyed that spot a lot. The cafe Americano was strong and fits my taste. Overall, I will stay at this hotel again just for the location alone and coffee.The reason I am not giving this hotel a 5 star review is because of two things: the housekeeping was not attentive during our stay. Our room was clean most times but there were also times as if the cleaning was sub par and half done. Pls L7 work on this issue! cleaning should be standard for any 4 star hotel. The other thing that irked us was the hotel's restaurant Villa de Charlotte. While waiting for our check in time and our room to be ready, we decided to try their lunch buffet at the hotel. Bad idea! worst buffet I ever signed up on.The restaurant charged $28-30 dollars per person when their food trays are almost empty and what was left were just chicken and french fries. I didn't know if this restaurant knew the concept of a buffet? meaning the food needs to be replenished right away before the food trays are empty. We stayed at the restaurant for an 1 hour or so, even then the food trays were left empty. The experience was no longer a buffet but more like HUNGER GAMES. Pros: Location! nothing can beat it. Power Outlets everywhere in the room, well designed rooms, coffee shop, steps away from Myeongdong underground shopping for a Kpop lover this was heaven.Cons: housekeeping needs to be more attentive, Pls stay away from the hotel's restaurant overexpensive buffet. Go outside the hotel for meals that are more satisfying and cheaperHelpful Tips: pls do your reservation early this hotel always get sold out. If you are requesting for an early check in, don't expect it because majority of hotels in South Korea are strict with their check in times.. Pls try the Congee House right next to the hotel, it was such a satisying treat.","October 31, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
206,Quite an efficient hotel if you stay for short 2-3 days with all the basics and room size is ok. The location is convenient but slightly off the Main Street and the big department stores with about 5-10 mins walk. And the staff are great - polite and friendly and very good English! ,"October 27, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
207,"Right in the heart of buzz of myeongdong and a minute walk to the Myeongdong subway station.Unique design of the room whereby the toilet is open concept, only has glass door for shower area. Great for couples/single traveller. Drawback is that there's no where to hang your clothes to wear after shower. Gotta step out of the shower area to the main room to dress up. ","October 23, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
208,"From the minute you arrive, the hotel has a very welcoming feel. Staff were very helpful and accommodating. Our room was very spacious and with a view of the Seoul Tower. Great amenities. The only downside was the breakfast - quality seemed very basic. Minutes away from public transport and the airport limousine bus drops you off directly in front of the hotel.","October 16, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
209,"First of the location of the hotel is excellent, literally 10meters away from 2 Metro exits. With this metro you are just a few stops away from all the important sights of Seoul! Next to the hotel there is 7eleven and a Baguette Paris, but more important it is just around the corner of all the nice restaurants and street food that Myeongdong has to offer. Eventhough the area is a very lively area during the day and certainly at night, the room I had was very quiet! The room itself was very clean, spacious and the same as the rest of the hotel very hip and fashionable. The staff was always very friendly, helpful and spoke English (which can be helpful ;-) ). The hotel has on the top floor an excellent cocktail bar with an amazing view over the city. All in all this hotel had everything what I was looking for and for a good value for money so I would go back with pleasure!","October 13, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
210,"From the 20th. floor(last) of the hotel L7 the city is under your feet.Beautiful room which include everything you need and much more, electronic operation of toilets and room facilities, beautiful corridors,excellent dining room and breakfast and service and most of all location in the center of everything.Under the hotel you find ""Paris baggett cafe"" and ""seven eleven""In the basement one can find a laundromat.Enjoy your stay ","October 2, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
211,Hotel is centrally located within easy walk of underground.Room are fairly spacious and modern.Breakfast offers a wide variety of hot and cold food. However don’t wear flip flops or open toe sandals as you will be turned away. Found this quite ridiculous considering it’s a hot climate and the informality of the restaurant.Beautiful Sky Lounge bar on top floor but be warned that it is the equivalent of £10 for just over half pint of larger. Also cannot charge to room account. I had to go all the way back to my room and get cash.We had three separate reservations as our plans changed and we booked extra nights. However the hotel was not willing to marry up our reservations and made us check out and in again. On the last reservation we were clearly given an “old” smoking room as there was a stale smell in the room.Asked receptionist for advise on shopping but was provided with in accurate information.,"September 25, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
212,"A modern, clean and trendy hotel in a perfect location to explore Seoul.Transport - 30 seconds away from MyeongDong subway station (exit 9 is the closest). Airport limousine is just outside too, so it couldn't be easier to get here from the airport (and back again).Location - MyeongDong is quite a touristy area, but a great introduction to Seoul for shoppers. Plenty of skin care products and street food on offer. You won't struggle to find food or drink on your doorstep. The room we had was a decent size, and had coffee and water provided and replenished each day.There's a good TV with a range of channels in various languages, and you can plug a laptop into it and watch Netflix using the hotel's speedy free wifi.We didn't use the restaurant, and the bar on level 3 wasn't available during our stay.The rooftop bar is very trendy and has prices to match. One beer was 14000 KRW (about £9) and the food was very expensive also. Good for a special occasion but not for your evening meal everyday.Bed is very comfy, and the bathroom had a good shower. Toiletries and hairdryer also provided.Not many negatives. There wasn't a huge amount of room to store clothes, for two of us on a 14 day trip, we struggled for space.I'd definitely stay here again.","September 18, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
213,"Very good location by the train station and airport bus pickup is 1 minute walk away, there is also a taxi stand directly outside.Trendy and value for moneyRooms is a good size and sufficiently and quiet bed is comfortable. No view from the rooms though","September 16, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
214,I really like this hotel. The rooms are decently sized and modern. The hotel is really well located. The food is all right and could be better. Nevertheless this is a good hotel and you should give it try. Recommended. ,"September 10, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
215,"This was my first time in seoul, and this hotel was perfect, the rooms are ridiculously clean and spacious, customer service was excellent, close to transport and shopping centers, the money spent for 5 nights at this hotel was worth it. Would definately come back to this hotel.","September 4, 2018","3    L7 Hotel Myeongdong
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294197-d8522933-Reviews-L7_Hotel_Myeongdong-Seoul.html
